,instance_name,our_sa_min,Jobs,our_sa_mean,SA_time,size
233,10J_30p_5m_50%_20s-4.dzn,87,10,87.0,1.1733115,small
234,10J_30p_5m_50%_20s-5.dzn,74,10,74.0,1.2160993000000002,small
235,10J_30p_5m_50%_5s-1.dzn,58,10,58.0,1.1087037,small
236,10J_30p_5m_50%_5s-2.dzn,86,10,86.0,1.1998981,small
237,10J_30p_5m_50%_5s-3.dzn,99,10,99.0,1.0300617,small
238,10J_30p_5m_50%_5s-4.dzn,95,10,95.0,1.174227,small
239,10J_30p_5m_50%_5s-5.dzn,73,10,73.0,1.1241017,small
360,20J_10p_3m_10%_20s-1.dzn,25,20,25.0,1.5695778,small
361,20J_10p_3m_10%_20s-2.dzn,27,20,27.0,1.976736,small
362,20J_10p_3m_10%_20s-3.dzn,25,20,25.5,1.8261880000000001,small
363,20J_10p_3m_10%_20s-4.dzn,13,20,13.2,1.4602637,small
364,20J_10p_3m_10%_20s-5.dzn,28,20,28.9,1.7238959999999999,small
365,20J_10p_3m_10%_5s-1.dzn,20,20,20.0,1.4622422,small
366,20J_10p_3m_10%_5s-2.dzn,19,20,19.0,1.4505572,small
367,20J_10p_3m_10%_5s-3.dzn,20,20,20.0,1.3607780999999999,small
368,20J_10p_3m_10%_5s-4.dzn,21,20,21.0,1.3985212,small
369,20J_10p_3m_10%_5s-5.dzn,18,20,18.0,1.3572802,small
370,20J_10p_3m_5%_20s-1.dzn,18,20,18.8,1.4281891,small
371,20J_10p_3m_5%_20s-2.dzn,29,20,29.9,1.7906,small
372,20J_10p_3m_5%_20s-3.dzn,26,20,26.9,1.6602029999999999,small
373,20J_10p_3m_5%_20s-4.dzn,23,20,23.8,1.616847,small
374,20J_10p_3m_5%_20s-5.dzn,26,20,26.2,1.790617,small
375,20J_10p_3m_5%_5s-1.dzn,16,20,16.0,1.3530707,small
376,20J_10p_3m_5%_5s-2.dzn,13,20,13.0,1.3207731,small
377,20J_10p_3m_5%_5s-3.dzn,14,20,14.0,1.2476834,small
378,20J_10p_3m_5%_5s-4.dzn,14,20,14.0,1.558484,small
379,20J_10p_3m_5%_5s-5.dzn,14,20,14.0,1.4770018,small
380,20J_10p_3m_50%_20s-1.dzn,58,20,58.0,2.152135,small
381,20J_10p_3m_50%_20s-2.dzn,74,20,74.0,1.581588,small
382,20J_10p_3m_50%_20s-3.dzn,63,20,63.0,1.458996,small
383,20J_10p_3m_50%_20s-4.dzn,61,20,61.0,1.745964,small
384,20J_10p_3m_50%_20s-5.dzn,55,20,55.0,1.889015,small
385,20J_10p_3m_50%_5s-1.dzn,58,20,58.0,1.567068,small
386,20J_10p_3m_50%_5s-2.dzn,57,20,57.0,1.474447,small
387,20J_10p_3m_50%_5s-3.dzn,64,20,64.0,1.5944935,small
388,20J_10p_3m_50%_5s-4.dzn,34,20,34.0,1.5505539000000002,small
389,20J_10p_3m_50%_5s-5.dzn,56,20,56.0,1.6530311999999998,small
390,20J_10p_5m_10%_20s-1.dzn,20,20,20.0,1.694417,small
391,20J_10p_5m_10%_20s-2.dzn,18,20,18.7,1.9338270000000002,small
392,20J_10p_5m_10%_20s-3.dzn,19,20,19.0,1.7058820000000001,small
393,20J_10p_5m_10%_20s-4.dzn,12,20,12.0,1.6177958000000001,small
394,20J_10p_5m_10%_20s-5.dzn,21,20,21.0,1.793905,small
395,20J_10p_5m_10%_5s-1.dzn,20,20,20.0,1.4217761,small
396,20J_10p_5m_10%_5s-2.dzn,19,20,19.0,1.4133208,small
397,20J_10p_5m_10%_5s-3.dzn,20,20,20.0,1.4766404,small
398,20J_10p_5m_10%_5s-4.dzn,21,20,21.0,1.520634,small
399,20J_10p_5m_10%_5s-5.dzn,18,20,18.0,1.3788406,small
400,20J_10p_5m_5%_20s-1.dzn,15,20,15.0,1.520367,small
401,20J_10p_5m_5%_20s-2.dzn,21,20,21.0,1.883945,small
402,20J_10p_5m_5%_20s-3.dzn,18,20,18.1,1.3708102,small
403,20J_10p_5m_5%_20s-4.dzn,16,20,16.2,1.8179159999999999,small
404,20J_10p_5m_5%_20s-5.dzn,17,20,17.0,1.736519,small
405,20J_10p_5m_5%_5s-1.dzn,16,20,16.0,1.4296884,small
406,20J_10p_5m_5%_5s-2.dzn,13,20,13.0,1.712984,small
407,20J_10p_5m_5%_5s-3.dzn,14,20,14.0,1.5356619999999999,small
408,20J_10p_5m_5%_5s-4.dzn,14,20,14.0,1.3421587000000001,small
409,20J_10p_5m_5%_5s-5.dzn,14,20,14.0,1.4575146,small
410,20J_10p_5m_50%_20s-1.dzn,58,20,58.0,2.157593,small
411,20J_10p_5m_50%_20s-2.dzn,74,20,74.0,1.7156479999999998,small
412,20J_10p_5m_50%_20s-3.dzn,63,20,63.0,1.799906,small
413,20J_10p_5m_50%_20s-4.dzn,61,20,61.0,1.7410869999999998,small
414,20J_10p_5m_50%_20s-5.dzn,55,20,55.0,1.9917989999999999,small
415,20J_10p_5m_50%_5s-1.dzn,58,20,58.0,1.5558634999999998,small
416,20J_10p_5m_50%_5s-2.dzn,57,20,57.0,1.4926394,small
417,20J_10p_5m_50%_5s-3.dzn,64,20,64.0,1.555151,small
418,20J_10p_5m_50%_5s-4.dzn,34,20,34.0,1.5023026,small
419,20J_10p_5m_50%_5s-5.dzn,56,20,56.0,1.558005,small
420,20J_30p_3m_10%_20s-1.dzn,56,20,57.5,1.3772376,small
421,20J_30p_3m_10%_20s-2.dzn,73,20,74.0,1.601222,small
422,20J_30p_3m_10%_20s-3.dzn,74,20,75.6,1.766939,small
423,20J_30p_3m_10%_20s-4.dzn,59,20,60.3,1.899343,small
424,20J_30p_3m_10%_20s-5.dzn,83,20,84.7,1.805237,small
425,20J_30p_3m_10%_5s-1.dzn,52,20,52.0,1.3241032000000001,small
426,20J_30p_3m_10%_5s-2.dzn,46,20,46.0,1.2681561000000001,small
427,20J_30p_3m_10%_5s-3.dzn,45,20,45.0,1.4032014,small
428,20J_30p_3m_10%_5s-4.dzn,52,20,52.0,1.2484026,small
429,20J_30p_3m_10%_5s-5.dzn,42,20,42.0,1.4740221999999998,small
430,20J_30p_3m_5%_20s-1.dzn,95,20,96.3,1.9420220000000001,small
431,20J_30p_3m_5%_20s-2.dzn,70,20,71.9,1.6022770000000002,small
432,20J_30p_3m_5%_20s-3.dzn,66,20,67.2,1.745977,small
433,20J_30p_3m_5%_20s-4.dzn,80,20,82.0,1.7220900000000001,small
434,20J_30p_3m_5%_20s-5.dzn,49,20,49.7,1.3243139000000002,small
435,20J_30p_3m_5%_5s-1.dzn,37,20,37.0,1.3734961,small
436,20J_30p_3m_5%_5s-2.dzn,40,20,40.0,1.572177,small
437,20J_30p_3m_5%_5s-3.dzn,36,20,36.0,1.6224219999999998,small
438,20J_30p_3m_5%_5s-4.dzn,46,20,46.0,1.2370854,small
439,20J_30p_3m_5%_5s-5.dzn,42,20,42.0,1.4033149999999999,small
440,20J_30p_3m_50%_20s-1.dzn,120,20,120.0,2.349929,small
441,20J_30p_3m_50%_20s-2.dzn,182,20,182.0,1.430442,small
442,20J_30p_3m_50%_20s-3.dzn,110,20,110.0,2.099085,small
443,20J_30p_3m_50%_20s-4.dzn,179,20,179.0,1.75199,small
444,20J_30p_3m_50%_20s-5.dzn,163,20,163.0,1.8471,small
445,20J_30p_3m_50%_5s-1.dzn,131,20,131.0,1.6315525999999998,small
446,20J_30p_3m_50%_5s-2.dzn,188,20,188.0,1.6839680000000001,small
447,20J_30p_3m_50%_5s-3.dzn,149,20,149.0,1.549002,small
448,20J_30p_3m_50%_5s-4.dzn,155,20,155.0,1.4879576,small
449,20J_30p_3m_50%_5s-5.dzn,199,20,199.0,1.439348,small
450,20J_30p_5m_10%_20s-1.dzn,48,20,48.0,1.6146638,small
451,20J_30p_5m_10%_20s-2.dzn,52,20,52.9,1.767549,small
452,20J_30p_5m_10%_20s-3.dzn,52,20,52.9,1.750912,small
453,20J_30p_5m_10%_20s-4.dzn,51,20,51.0,1.778756,small
454,20J_30p_5m_10%_20s-5.dzn,62,20,62.0,1.709432,small
455,20J_30p_5m_10%_5s-1.dzn,52,20,52.0,1.4758998,small
456,20J_30p_5m_10%_5s-2.dzn,46,20,46.0,1.425038,small
457,20J_30p_5m_10%_5s-3.dzn,45,20,45.0,1.550367,small
458,20J_30p_5m_10%_5s-4.dzn,52,20,52.0,1.489635,small
459,20J_30p_5m_10%_5s-5.dzn,41,20,41.0,1.5151059,small
460,20J_30p_5m_5%_20s-1.dzn,63,20,65.1,1.8864429999999999,small
461,20J_30p_5m_5%_20s-2.dzn,48,20,49.1,1.3890725,small
462,20J_30p_5m_5%_20s-3.dzn,45,20,47.1,1.5520901,small
463,20J_30p_5m_5%_20s-4.dzn,52,20,54.3,1.5546907,small
464,20J_30p_5m_5%_20s-5.dzn,34,20,35.0,1.5113002999999998,small
465,20J_30p_5m_5%_5s-1.dzn,36,20,36.0,1.4450458,small
466,20J_30p_5m_5%_5s-2.dzn,40,20,40.0,1.4698806,small
467,20J_30p_5m_5%_5s-3.dzn,36,20,36.0,1.3507752,small
468,20J_30p_5m_5%_5s-4.dzn,46,20,46.0,1.5694355,small
469,20J_30p_5m_5%_5s-5.dzn,42,20,42.0,1.5364137,small
470,20J_30p_5m_50%_20s-1.dzn,120,20,120.0,2.258731,small
471,20J_30p_5m_50%_20s-2.dzn,182,20,182.0,1.856785,small
472,20J_30p_5m_50%_20s-3.dzn,110,20,110.0,1.776174,small
473,20J_30p_5m_50%_20s-4.dzn,179,20,179.0,1.759832,small
474,20J_30p_5m_50%_20s-5.dzn,163,20,163.0,1.753678,small
475,20J_30p_5m_50%_5s-1.dzn,131,20,131.0,1.4629115000000001,small
476,20J_30p_5m_50%_5s-2.dzn,188,20,188.0,1.647548,small
477,20J_30p_5m_50%_5s-3.dzn,149,20,149.0,1.4875738,small
478,20J_30p_5m_50%_5s-4.dzn,155,20,155.0,1.6023209999999999,small
479,20J_30p_5m_50%_5s-5.dzn,199,20,199.0,1.596631,small
480,50J_10p_3m_10%_20s-1.dzn,50,50,51.3,3.359301,medium
481,50J_10p_3m_10%_20s-2.dzn,65,50,66.0,3.28982,medium
482,50J_10p_3m_10%_20s-3.dzn,60,50,60.8,3.5691270000000004,medium
483,50J_10p_3m_10%_20s-4.dzn,65,50,66.3,3.815334,medium
484,50J_10p_3m_10%_20s-5.dzn,67,50,67.9,3.7560789999999997,medium
485,50J_10p_3m_10%_5s-1.dzn,31,50,31.0,2.444723,medium
486,50J_10p_3m_10%_5s-2.dzn,36,50,36.0,2.590202,medium
487,50J_10p_3m_10%_5s-3.dzn,33,50,33.0,2.645432,medium
488,50J_10p_3m_10%_5s-4.dzn,32,50,32.0,2.656412,medium
489,50J_10p_3m_10%_5s-5.dzn,35,50,35.6,2.330873,medium
490,50J_10p_3m_5%_20s-1.dzn,58,50,58.6,3.67669,medium
491,50J_10p_3m_5%_20s-2.dzn,48,50,48.9,3.5096629999999998,medium
492,50J_10p_3m_5%_20s-3.dzn,51,50,52.1,3.2706139999999997,medium
493,50J_10p_3m_5%_20s-4.dzn,55,50,55.8,3.5958959999999998,medium
494,50J_10p_3m_5%_20s-5.dzn,47,50,47.8,3.217199,medium
495,50J_10p_3m_5%_5s-1.dzn,24,50,24.5,2.190423,medium
496,50J_10p_3m_5%_5s-2.dzn,24,50,24.6,2.5019099999999996,medium
497,50J_10p_3m_5%_5s-3.dzn,25,50,25.4,2.215015,medium
498,50J_10p_3m_5%_5s-4.dzn,23,50,23.8,2.43421,medium
499,50J_10p_3m_5%_5s-5.dzn,24,50,24.8,2.2531179999999997,medium
500,50J_10p_3m_50%_20s-1.dzn,129,50,129.0,3.4776249999999997,medium
501,50J_10p_3m_50%_20s-2.dzn,140,50,140.0,3.8560559999999997,medium
502,50J_10p_3m_50%_20s-3.dzn,131,50,131.0,3.2176789999999995,medium
503,50J_10p_3m_50%_20s-4.dzn,156,50,156.0,4.032475,medium
504,50J_10p_3m_50%_20s-5.dzn,138,50,138.0,3.324479,medium
505,50J_10p_3m_50%_5s-1.dzn,167,50,167.0,3.0635950000000003,medium
506,50J_10p_3m_50%_5s-2.dzn,122,50,122.0,2.762477,medium
507,50J_10p_3m_50%_5s-3.dzn,155,50,155.0,2.988229,medium
508,50J_10p_3m_50%_5s-4.dzn,154,50,154.0,2.720089,medium
509,50J_10p_3m_50%_5s-5.dzn,133,50,133.0,2.7588540000000004,medium
510,50J_10p_5m_10%_20s-1.dzn,35,50,36.4,2.6540340000000002,medium
511,50J_10p_5m_10%_20s-2.dzn,44,50,45.1,3.2199959999999996,medium
512,50J_10p_5m_10%_20s-3.dzn,41,50,41.2,2.956956,medium
513,50J_10p_5m_10%_20s-4.dzn,44,50,44.7,3.21349,medium
514,50J_10p_5m_10%_20s-5.dzn,45,50,45.4,3.4826360000000003,medium
515,50J_10p_5m_10%_5s-1.dzn,31,50,31.0,2.6461270000000003,medium
516,50J_10p_5m_10%_5s-2.dzn,36,50,36.0,2.519393,medium
517,50J_10p_5m_10%_5s-3.dzn,33,50,33.0,2.288965,medium
518,50J_10p_5m_10%_5s-4.dzn,32,50,32.0,2.480486,medium
519,50J_10p_5m_10%_5s-5.dzn,35,50,35.0,2.6142399999999997,medium
520,50J_10p_5m_5%_20s-1.dzn,37,50,38.0,3.2615809999999996,medium
521,50J_10p_5m_5%_20s-2.dzn,32,50,32.5,2.849144,medium
522,50J_10p_5m_5%_20s-3.dzn,34,50,34.8,3.049116,medium
523,50J_10p_5m_5%_20s-4.dzn,35,50,35.9,3.250258,medium
524,50J_10p_5m_5%_20s-5.dzn,30,50,31.0,2.9981649999999997,medium
525,50J_10p_5m_5%_5s-1.dzn,23,50,23.0,2.312452,medium
526,50J_10p_5m_5%_5s-2.dzn,22,50,22.0,2.4877659999999997,medium
527,50J_10p_5m_5%_5s-3.dzn,25,50,25.0,2.441705,medium
528,50J_10p_5m_5%_5s-4.dzn,23,50,23.0,2.516291,medium
529,50J_10p_5m_5%_5s-5.dzn,23,50,23.0,2.318582,medium
530,50J_10p_5m_50%_20s-1.dzn,129,50,129.0,3.569769,medium
531,50J_10p_5m_50%_20s-2.dzn,140,50,140.0,3.769687,medium
532,50J_10p_5m_50%_20s-3.dzn,131,50,131.0,3.112438,medium
533,50J_10p_5m_50%_20s-4.dzn,156,50,156.0,4.395178,medium
534,50J_10p_5m_50%_20s-5.dzn,138,50,138.0,3.472098,medium
535,50J_10p_5m_50%_5s-1.dzn,167,50,167.0,2.809351,medium
536,50J_10p_5m_50%_5s-2.dzn,122,50,122.0,2.6814530000000003,medium
537,50J_10p_5m_50%_5s-3.dzn,155,50,155.0,3.102681,medium
538,50J_10p_5m_50%_5s-4.dzn,154,50,154.0,2.803567,medium
539,50J_10p_5m_50%_5s-5.dzn,133,50,133.0,2.791047,medium
540,50J_30p_3m_10%_20s-1.dzn,156,50,158.4,2.93358,medium
541,50J_30p_3m_10%_20s-2.dzn,171,50,172.9,3.9174369999999996,medium
542,50J_30p_3m_10%_20s-3.dzn,159,50,161.8,3.4823480000000004,medium
543,50J_30p_3m_10%_20s-4.dzn,158,50,159.5,3.9664860000000006,medium
544,50J_30p_3m_10%_20s-5.dzn,152,50,154.2,3.3270670000000004,medium
545,50J_30p_3m_10%_5s-1.dzn,103,50,103.1,2.4880970000000002,medium
546,50J_30p_3m_10%_5s-2.dzn,115,50,115.0,2.5167650000000004,medium
547,50J_30p_3m_10%_5s-3.dzn,100,50,100.0,2.598454,medium
548,50J_30p_3m_10%_5s-4.dzn,105,50,105.0,2.641712,medium
549,50J_30p_3m_10%_5s-5.dzn,94,50,94.0,2.64803,medium
550,50J_30p_3m_5%_20s-1.dzn,139,50,141.1,3.565495,medium
551,50J_30p_3m_5%_20s-2.dzn,127,50,129.5,2.778764,medium
552,50J_30p_3m_5%_20s-3.dzn,176,50,178.3,3.5656709999999996,medium
553,50J_30p_3m_5%_20s-4.dzn,178,50,180.2,3.599151,medium
554,50J_30p_3m_5%_20s-5.dzn,139,50,143.4,3.162026,medium
555,50J_30p_3m_5%_5s-1.dzn,70,50,74.6,2.4442969999999997,medium
556,50J_30p_3m_5%_5s-2.dzn,58,50,59.6,2.682684,medium
557,50J_30p_3m_5%_5s-3.dzn,70,50,71.5,2.40943,medium
558,50J_30p_3m_5%_5s-4.dzn,70,50,70.0,2.192464,medium
559,50J_30p_3m_5%_5s-5.dzn,66,50,70.9,2.665082,medium
560,50J_30p_3m_50%_20s-1.dzn,441,50,441.0,3.809091,medium
561,50J_30p_3m_50%_20s-2.dzn,374,50,374.0,3.679165,medium
562,50J_30p_3m_50%_20s-3.dzn,351,50,351.0,3.709111,medium
563,50J_30p_3m_50%_20s-4.dzn,371,50,371.0,3.295224,medium
564,50J_30p_3m_50%_20s-5.dzn,379,50,379.0,3.2630250000000003,medium
565,50J_30p_3m_50%_5s-1.dzn,410,50,410.0,3.141707,medium
566,50J_30p_3m_50%_5s-2.dzn,355,50,355.0,2.52285,medium
567,50J_30p_3m_50%_5s-3.dzn,385,50,385.0,3.414632,medium
568,50J_30p_3m_50%_5s-4.dzn,404,50,404.0,2.959346,medium
569,50J_30p_3m_50%_5s-5.dzn,434,50,434.0,2.809157,medium
570,50J_30p_5m_10%_20s-1.dzn,107,50,108.6,3.033671,medium
571,50J_30p_5m_10%_20s-2.dzn,107,50,107.3,3.022595,medium
572,50J_30p_5m_10%_20s-3.dzn,114,50,118.7,3.1282240000000003,medium
573,50J_30p_5m_10%_20s-4.dzn,99,50,101.9,2.8242920000000002,medium
574,50J_30p_5m_10%_20s-5.dzn,104,50,106.4,3.068337,medium
575,50J_30p_5m_10%_5s-1.dzn,102,50,102.0,2.494295,medium
576,50J_30p_5m_10%_5s-2.dzn,115,50,115.0,2.454904,medium
577,50J_30p_5m_10%_5s-3.dzn,100,50,100.0,2.529995,medium
578,50J_30p_5m_10%_5s-4.dzn,105,50,105.0,2.688829,medium
579,50J_30p_5m_10%_5s-5.dzn,93,50,93.0,2.490247,medium
580,50J_30p_5m_5%_20s-1.dzn,89,50,91.1,2.848568,medium
581,50J_30p_5m_5%_20s-2.dzn,82,50,84.0,2.93252,medium
582,50J_30p_5m_5%_20s-3.dzn,112,50,114.4,3.114478,medium
583,50J_30p_5m_5%_20s-4.dzn,112,50,115.4,2.776225,medium
584,50J_30p_5m_5%_20s-5.dzn,89,50,92.0,3.158043,medium
585,50J_30p_5m_5%_5s-1.dzn,64,50,64.0,2.364284,medium
586,50J_30p_5m_5%_5s-2.dzn,55,50,55.0,2.462133,medium
587,50J_30p_5m_5%_5s-3.dzn,70,50,70.0,2.2268809999999997,medium
588,50J_30p_5m_5%_5s-4.dzn,70,50,70.0,2.244205,medium
589,50J_30p_5m_5%_5s-5.dzn,66,50,66.0,2.398866,medium
590,50J_30p_5m_50%_20s-1.dzn,441,50,441.0,3.339483,medium
591,50J_30p_5m_50%_20s-2.dzn,374,50,374.0,3.4372439999999997,medium
592,50J_30p_5m_50%_20s-3.dzn,351,50,351.0,3.8045999999999998,medium
593,50J_30p_5m_50%_20s-4.dzn,369,50,369.0,3.328036,medium
594,50J_30p_5m_50%_20s-5.dzn,379,50,379.0,3.0876080000000004,medium
595,50J_30p_5m_50%_5s-1.dzn,410,50,410.0,3.139372,medium
596,50J_30p_5m_50%_5s-2.dzn,355,50,355.0,2.968882,medium
597,50J_30p_5m_50%_5s-3.dzn,385,50,385.0,2.841129,medium
598,50J_30p_5m_50%_5s-4.dzn,404,50,404.0,2.908047,medium
599,50J_30p_5m_50%_5s-5.dzn,434,50,434.0,2.8539380000000003,medium
